groups;annee;mois;jour;code_commune;commune.x;surface_ha;type_vegetation;lieu_de_stockage;masse_tonne_matiere_seche;source;rmq;date;datemj;commune.y;lat;lon
pasto_fire;2012;3;2;15205;Saint-Paul-de-Salers;30,000;genet;NA;NA;la république du centre;NA;2012-03-02;03-02;SAINT-PAUL-DE-SALERS;45,1371845632;2,558029652200000
pasto_fire;2012;3;2;15159;Raulhac;1,000;broussaille;NA;NA;la république du centre;NA;2012-03-02;03-02;RAULHAC;44,9019840026;2,657202919850000
pasto_fire;2012;3;3;43041;Brives-Charensac;1,000;broussaille;NA;NA;le progrès;écobuage mal contrôlé;2012-03-03;03-03;BRIVES-CHARENSAC;45,0463267089;3,924011151040000
pasto_fire;2012;3;3;34206;Poilhes;3,000;vegetation;NA;NA;midi libre;écobuage mal maîtrisé;2012-03-03;03-03;POILHES;43,3045807211;3,089556887110000
pasto_fire;2012;3;3;43163;Riotord;0,500;NA;NA;NA;la montagne;NA;2012-03-03;03-03;RIOTORD;45,2349277703;4,422398255060000
pasto_fire;2012;3;3;43112;Langeac;0,300;NA;NA;NA;la montagne;NA;2012-03-03;03-03;LANGEAC;45,0822541836;3,478062038070000
pasto_fire;2012;3;3;43041;Brives-Charensac;1,000;NA;NA;NA;la montagne;NA;2012-03-03;03-03;BRIVES-CHARENSAC;45,0463267089;3,924011151040000
pasto_fire;2012;3;3;43067;Chavaniac-Lafayette;NA;NA;NA;NA;la montagne;NA;2012-03-03;03-03;CHAVANIAC-LAFAYETTE;45,1574777226;3,585198937560000
pasto_fire;2012;3;4;30198;Les plantiers (Faveyrolles);10,000;NA;NA;NA;midi libre;écobuage mal contrôlé;2012-03-04;03-04;LES PLANTIERS;44,1081399480;3,713119361930000
pasto_fire;2012;3;5;43175;Saint-Cirgues;1,000;lande;NA;NA;la république du centre;écobuage mal contrôlé;2012-03-05;03-05;SAINT-CIRGUES;45,1344047659;3,389984430530000
pasto_fire;2012;3;5;48117;Pourcharesses;100,000;foret;NA;NA;midi libre;NA;2012-03-05;03-05;POURCHARESSES;44,4340386130;3,898697440480000
pasto_fire;2012;3;5;48004;Altier;5,000;foret;NA;NA;midi libre;reprise d'un écobuage;2012-03-05;03-05;ALTIER;44,4596801910;3,856800540170000
pasto_fire;2012;3;5;48015;Pied-de-Borne;25,000;foret;NA;NA;midi libre;NA;2012-03-05;03-05;PIED-DE-BORNE;44,4805501734;3,968584814400000
pasto_fire;2012;3;8;11441;Vinassan;3,000;garrigue_pinede;NA;NA;midi libre;écobuages mal maîtrisés;2012-03-08;03-08;VINASSAN;43,2054224322;3,095388899390000
pasto_fire;2012;3;8;32286;Montestruc-sur-Gers;0,100;broussaille;NA;NA;sud ouest;NA;2012-03-08;03-08;MONTESTRUC-SUR-GERS;43,7935827191;0,627663665443000
pasto_fire;2012;3;10;43136;Monistrol-d’Allier;0,200;broussaille;NA;NA;le progrès;NA;2012-03-10;03-10;MONISTROL-D'ALLIER;44,9763403351;3,636056774620000
pasto_fire;2012;3;10;43011;Aubazat;0,300;broussaille;NA;NA;le progrès;NA;2012-03-10;03-10;AUBAZAT;45,1283416697;3,444900530550000
pasto_fire;2012;3;10;43247;Torsiac;2,000;vegetation;NA;NA;le progrès;écobuage mal contrôlé;2012-03-10;03-10;TORSIAC;45,3520799718;3,198068194250000
pasto_fire;2012;3;11;34158;Minerve;NA;genet;NA;NA;midi libre;écobuage s'échappe;2012-03-11;03-11;MINERVE;43,3629052396;2,721605475850000
pasto_fire;2012;3;13;43152;Polignac;1,000;ronce;NA;NA;le progrès;NA;2012-03-13;03-13;POLIGNAC;45,0800346307;3,860859846300000
pasto_fire;2012;3;13;64282;JATXOU;14,000;broussaille;NA;NA;sud ouest;feux d'écobuage;2012-03-13;03-13;JATXOU;43,4070870725;-1,411791202830000
pasto_fire;2012;3;13;11266;Port-La Nouvelle;5,000;broussaille;NA;NA;l'indépendant;écobuage mal maîtrisé;2012-03-13;03-13;PORT-LA-NOUVELLE;43,0210644931;3,039764421920000
pasto_fire;2012;3;13;48087;Malbouzon;0,050;NA;NA;NA;midi libre;écobuage mal maîtrisé;2012-03-13;03-13;MALBOUZON;44,7070956214;3,130303072950000
pasto_fire;2012;3;13;65354;Pailhac;50,000;foret;NA;NA;pdpfci-65-rapport;NA;2012-03-13;03-13;PAILHAC;42,9119223840;0,367540499398000
pasto_fire;2012;3;14;87024;Bujaleuf;0,100;broussaille;NA;NA;la république du centre;écobuage mal maîtrisé;2012-03-14;03-14;BURGNAC;45,7402548508;1,167249675710000
pasto_fire;2012;3;14;87116;Peyrat-de-Bellac;0,040;broussaille;NA;NA;la république du centre;écobuage mal maîtrisé;2012-03-14;03-14;PEYRAT-LE-CHATEAU;45,8082560026;1,782486883100000
pasto_fire;2012;3;14;43239;Siaugues-Sainte-Marie;2,000;sous_bois;NA;NA;la république du centre;écobuage mal maîtrisé;2012-03-14;03-14;SIAUGUES-SAINTE-MARIE;45,0787632702;3,627147634480000
pasto_fire;2012;3;14;11293;Pomas;0,040;broussaille;NA;NA;l'indépendant;NA;2012-03-14;03-14;POMAS;43,1071292824;2,280532955960000
pasto_fire;2012;3;14;11061;Cambieure;NA;NA;NA;NA;l'indépendant;écobuage mal maîtrisé;2012-03-14;03-14;CAMBIEURE;43,1266480601;2,127875437150000
pasto_fire;2012;3;14;01102;Chevroux;0,500;broussaille;NA;NA;le progrès;écobuage mal contrôlés;2012-03-14;03-14;CHEVROUX;46,3824925500;4,962882759720000
pasto_fire;2012;3;14;40046;BISCARROSSE;8,000;marais;NA;NA;sud ouest;NA;2012-03-14;03-14;BISCARROSSE;44,4090801090;-1,177361694700000
pasto_fire;2012;3;14;64336;Lescun;0,040;NA;NA;NA;sud ouest;NA;2012-03-14;03-14;LESCUN;42,9178479197;-0,677437388946000
pasto_fire;2012;3;14;64230;Gan;0,200;champ;NA;NA;sud ouest;NA;2012-03-14;03-14;GAN;43,2086903788;-0,410215112205000
pasto_fire;2012;3;15;87082;Ladignac-le-Long;5,000;foret;NA;NA;le populaire du centre;NA;2012-03-15;03-15;LAURIERE;46,0760741278;1,501060828760000
pasto_fire;2012;3;15;42192;Rozier-Côtes-d’Aurec;1,500;resineux;NA;NA;le progrès;NA;2012-03-15;03-15;ROZIER-COTES-D'AUREC;45,3763346252;4,114317893600000
pasto_fire;2012;3;15;64421;Ogeu;2,000;NA;NA;NA;sud ouest;NA;2012-03-15;03-15;OGEU-LES-BAINS;43,1558515448;-0,504099362447000
pasto_fire;2012;3;15;64224;Eysus;NA;NA;NA;NA;sud ouest;NA;2012-03-15;03-15;EYSUS;43,1367809349;-0,583842190325000
pasto_fire;2012;3;15;12197;Réquista;5,000;NA;NA;NA;midi libre;NA;2012-03-15;03-15;REQUISTA;44,0319610260;2,548991487770000
pasto_fire;2012;3;15;12226;Saint-Hippolyte;1,500;NA;NA;NA;midi libre;NA;2012-03-15;03-15;SAINT-HIPPOLYTE;44,7257623817;2,584153348070000
pasto_fire;2012;3;15;43186;Saint-Front;0,600;vegetaux;NA;NA;le progrès;écobuages mal contrôlés;2012-03-15;03-15;SAINT-FRONT;44,9731979795;4,139153826990000
pasto_fire;2012;3;15;43078;Coubon;0,100;broussaille;NA;NA;le progrès;NA;2012-03-15;03-15;COUBON;44,9998083728;3,927209314380000
pasto_fire;2012;3;16;48050;Bédouès;10,000;lande_broussaille;NA;NA;midi libre;écobuage mal maîtrisé;2012-03-16;03-16;COCURES;44,3539456684;3,619559720650000
pasto_fire;2012;3;16;12094;Entraygues;NA;NA;NA;NA;midi libre;écobuage mal maîtrisé;2012-03-16;03-16;ENTRAYGUES-SUR-TRUYERE;44,6544227279;2,578437987440000
pasto_fire;2012;3;16;34169;Montferrier-sur-Lez;1,000;champ;NA;NA;midi libre;écobuage mal maîtrisé;2012-03-16;03-16;MONTFERRIER-SUR-LEZ;43,6690783518;3,864085429380000
pasto_fire;2012;3;16;39460;La Rixouse;5,000;friche;NA;NA;le progrès;NA;2012-03-16;03-16;LA RIXOUSE;46,4680659486;5,870634168470000
pasto_fire;2012;3;16;39387;Nevy-lès-Dole;2,500;broussaille;NA;NA;le progrès;NA;2012-03-16;03-16;NEVY-LES-DOLE;47,0024558065;5,515917463400000
pasto_fire;2012;3;16;39066;Bornay;1,000;NA;NA;NA;le progrès;NA;2012-03-16;03-16;BORNAY;46,6118982818;5,553244021990000
pasto_fire;2012;3;16;43039;Le Brignon;2,000;broussaille;NA;NA;le progrès;NA;2012-03-16;03-16;LE BRIGNON;44,9156334152;3,877415825930000
pasto_fire;2012;3;16;64104;Bedous;25,000;NA;NA;NA;sud ouest;NA;2012-03-16;03-16;BEDOUS;43,0056214728;-0,588165067203000
pasto_fire;2012;3;16;64543;Urepel;NA;souche;NA;NA;sud ouest;écobuage;2012-03-16;03-16;UREPEL;43,0588257518;-1,405404549350000
pasto_fire;2012;3;16;65117;Cadeilhan-Trachere;100,000;foret;NA;NA;pdpfci-65-rapport;NA;2012-03-16;03-16;CADEILHAN-TRACHERE;42,8105603633;0,295350991831000
pasto_fire;2012;3;17;39557;Vescles;4,000;friche;NA;NA;le progrès;NA;2012-03-17;03-17;VESCLES;46,3570164509;5,611028701660000
pasto_fire;2012;3;17;39585;Vulvoz;1,000;herbe_seche;NA;NA;le progrès;NA;2012-03-17;03-17;VULVOZ;46,3212051290;5,785339839950000
pasto_fire;2012;3;17;39500;Salins;NA;NA;NA;NA;le progrès;NA;2012-03-17;03-17;SALINS-LES-BAINS;46,9478351925;5,897622409950000
pasto_fire;2012;3;17;39492;Saint-Maur;5,000;broussaille;NA;NA;le progrès;écobuage contrôlé;2012-03-17;03-17;SAINT-MAUR;46,6068663882;5,595946410800000
pasto_fire;2012;3;23;42207;Saint-Chamond;7,000;broussaille;NA;NA;le progrès;écobuage mal contrôlé;2012-03-23;03-23;SAINT-CHAMOND;45,4698319517;4,501849895060000
pasto_fire;2012;3;24;66179;SAINT-LAURENT-DE-CERDANS;5,000;garrigue;NA;NA;midi libre;écobuage non surveillé;2012-03-24;03-24;SAINT-LAURENT-DE-CERDANS;42,3968213012;2,621299868590000
pasto_fire;2012;3;24;43032;Blavozy;5,000;broussaille;NA;NA;le progrès;NA;2012-03-24;03-24;BLAVOZY;45,0625246612;3,972045085310000
pasto_fire;2012;3;25;66016;BANYULS-SUR-MER;5,000;broussaille_chenes_verts;NA;NA;midi libre;NA;2012-03-25;03-25;BANYULS-SUR-MER;42,4614750255;3,099896537780000
pasto_fire;2012;3;25;15054;Condat;3,000;broussaille;NA;NA;la république du centre;Écobuage mal maîtrisé;2012-03-25;03-25;CONDAT;45,3488007633;2,791882529590000
pasto_fire;2012;3;27;63335;Saint-Diéry;10,000;broussaille;NA;NA;la montagne;écobuage mal maîtrisé;2012-03-27;03-27;SAINT-DIERY;45,5401220112;3,008914978020000
pasto_fire;2012;3;27;64064;ASASP-ARROS;40,000;broussaille;NA;NA;sud ouest;écobuage sauvage;2012-03-27;03-27;ASASP-ARROS;43,1179115359;-0,629962098599000
pasto_fire;2012;3;27;64350;LOUHOSSOA;NA;broussaille;NA;NA;sud ouest;écobuage sauvage;2012-03-27;03-27;LOUHOSSOA;43,3122720751;-1,347913512080000
pasto_fire;2012;3;27;42046;Champdieu;0,050;broussaille;NA;NA;le progrès;NA;2012-03-27;03-27;CHAMPDIEU;45,6413921035;4,050249099300000
pasto_fire;2012;3;28;42197;SAINTE-AGATHE-LA-BOUTERESSE;0,050;broussaille;NA;NA;le progrès;écobuage mal maîtrisé;2012-03-28;03-28;SAINTE-AGATHE-LA-BOUTERESSE;45,7435935956;4,051182836540000
pasto_fire;2012;3;28;15166;Roumégoux;5,000;broussaille;NA;NA;la montagne;NA;2012-03-28;03-28;ROUMEGOUX;44,8599842405;2,188426965510000
pasto_fire;2012;3;28;15192;Saint-Jacques-des-Blats;1,000;broussaille;NA;NA;la montagne;NA;2012-03-28;03-28;SAINT-JACQUES-DES-BLATS;45,0554659628;2,721040453240000
pasto_fire;2012;3;28;15236;Thiézac;3,000;broussaille;NA;NA;la montagne;NA;2012-03-28;03-28;THIEZAC;45,0180519173;2,662425745900000
pasto_fire;2012;3;28;63335;Saint-Diéry;3,000;broussaille;NA;NA;la montagne;NA;2012-03-28;03-28;SAINT-DIERY;45,5401220112;3,008914978020000
pasto_fire;2012;3;28;64184;Cescau;5,000;vegetation;NA;NA;sud ouest;reprise d'écobuage autorisé;2012-03-28;03-28;CESCAU;43,4123325253;-0,503690665578000
pasto_fire;2012;3;28;64014;Ainhoa;NA;NA;NA;NA;sud ouest;NA;2012-03-28;03-28;AINHOA;43,2973870708;-1,485143543630000
pasto_fire;2012;3;28;64273;Irissarry;NA;NA;NA;NA;sud ouest;NA;2012-03-28;03-28;IRISSARRY;43,2614719543;-1,236178344010000
pasto_fire;2012;3;28;64364;Macaye;100,000;broussaille_bois;NA;NA;sud ouest;écobuage sauvage;2012-03-28;03-28;MACAYE;43,3223278424;-1,324034720470000
pasto_fire;2012;3;28;12130;Livinhac-le-Haut;20,000;NA;NA;NA;centre presse;NA;2012-03-28;03-28;LIVINHAC-LE-HAUT;44,5972432577;2,216210824280000
pasto_fire;2012;3;29;64223;Etsaut;NA;NA;NA;NA;sud ouest;écobuage sauvage;2012-03-29;03-29;ETSAUT;42,8973131851;-0,528220911971000
pasto_fire;2012;3;29;64359;Lucq-de-Béarn;6,000;broussaille;NA;NA;sud ouest;écobuage sauvage;2012-03-29;03-29;LUCQ-DE-BEARN;43,2979508598;-0,647527637305000
pasto_fire;2012;3;30;24211;Issac;2,000;sous_bois;NA;NA;la dordogne libre;NA;2012-03-30;03-30;ISSAC;45,0150209065;0,451710444544000
pasto_fire;2012;3;30;24535;Simeyrols;6,000;sous_bois;NA;NA;la dordogne libre;NA;2012-03-30;03-30;SIMEYROLS;44,9148518315;1,338705974830000
pasto_fire;2012;3;30;24481;Saint-Paul-la-Roche;0,100;NA;NA;NA;sud ouest;NA;2012-03-30;03-30;SAINT-PAUL-LA-ROCHE;45,4833291569;0,989443506607000
pasto_fire;2012;3;30;12151;Montézic;10,000;NA;NA;NA;centre presse;NA;2012-03-30;03-30;MONTEZIC;44,7168656794;2,640857561140000
pasto_fire;2012;3;30;34019;Avène;12,000;broussaille;NA;NA;midi libre;écobuage mené par des agents de l'ONF;2012-03-30;03-30;AVENE;43,7483953944;3,104675423880000
pasto_fire;2012;3;30;34183;NISSAN-LEZ-ENSERUNE;NA;pinede;NA;NA;midi libre;NA;2012-03-30;03-30;NISSAN-LEZ-ENSERUNE;43,2811833354;3,112270160000000
pasto_fire;2012;3;31;48172;Pont de Montvert - Sud Mont Lozère (Saint-Maurice-de-Ventalon);35,000;genet;NA;NA;midi libre;NA;2012-03-31;03-31;SAINT-MAURICE-DE-VENTALON;44,3393125604;3,817300869780000
pasto_fire;2012;4;2;15207;Saint-Poncy;6,000;resineux;NA;NA;la montagne;écobuage mal maîtrisé;2012-04-02;04-02;SAINT-PONCY;45,1594604904;3,194620373880000
pasto_fire;2012;4;2;24429;Saint-Jory-Las-bloux;1,000;NA;NA;NA;la dordogne libre;NA;2012-04-02;04-02;SAINT-JORY-LAS-BLOUX;45,3421390696;0,947014715200000
pasto_fire;2012;4;2;24001;ABJAT-SUR-BANDIAT;1,000;NA;NA;NA;la dordogne libre;NA;2012-04-02;04-02;ABJAT-SUR-BANDIAT;45,5817657415;0,759998823063000
pasto_fire;2012;4;2;24301;Nadaillac;0,040;NA;NA;NA;la dordogne libre;NA;2012-04-02;04-02;"NADAILLAC";45,0316530259;1,400350241660000
pasto_fire;2012;4;2;63127;Creste;1,000;broussaille;NA;NA;la montagne;NA;2012-04-02;04-02;CRESTE;45,5556818427;3,051314586240000
pasto_fire;2012;4;2;63401;Saint-Victor-la-Rivière;15,000;broussaille;NA;NA;la montagne;NA;2012-04-02;04-02;SAINT-VICTOR-LA-RIVIERE;45,5489108825;2,935275281240000
pasto_fire;2012;4;2;63335;Saint-Diéry;2,000;bois;NA;NA;la montagne;NA;2012-04-02;04-02;SAINT-DIERY;45,5401220112;3,008914978020000
pasto_fire;2012;4;28;30171;Molières-sur-Cèze;2,000;foret;NA;NA;midi libre;écobuage mal éteint;2012-04-28;04-28;MOLIERES-SUR-CEZE;44,2613532930;4,148467461140000
pasto_fire;2012;7;12;66071;Estagel;2,000;NA;NA;NA;l'indépendant;écobuage sauvage;2012-07-12;07-12;ESTAGEL;42,7677306754;2,707541795530000
pasto_fire;2012;8;18;09139;L'HOSPITALET-PRES-L'ANDORRE;500,000;lande;NA;NA;PDPFCI Ariege;NA;2012-08-18;08-18;L'HOSPITALET-PRES-L'ANDORRE;42,5954644830;1,777722820700000
pasto_fire;2012;8;22;64425;ORÈGUE;10,000;NA;NA;NA;sud ouest;écobuage qui s'est accidentellement propagé;2012-08-22;08-22;OREGUE;43,4048811444;-1,165328135820000
pasto_fire;2012;9;7;44187;Saint-Père;4,000;champ_broussaille;NA;NA;ouest France;NA;2012-09-07;09-07;SAINT-PERE-EN-RETZ;47,2253813658;-2,066047108960000
pasto_fire;2012;9;20;15036;Chalvignac;5,000;broussaille;NA;NA;la montagne;NA;2012-09-20;09-20;CHALVIGNAC;45,2475912738;2,264589854330000
pasto_fire;2012;9;21;47024;BEAUPUY;2,000;NA;NA;NA;sud ouest;écobuage mal contrôlé;2012-09-21;09-21;BEAUPUY;44,5332209299;0,144907707512000
pasto_fire;2012;11;13;66150;PRATS-DE-MOLLO- LA-PRESTE;2,000;vegetation;NA;NA;l'indépendant;reprise d'un feu dirigé;2012-11-13;11-13;PRATS-DE-MOLLO-LA-PRESTE;42,4201535171;2,440989645140000
pasto_fire;2012;11;23;12228;Saint-Izaire;1,000;broussaille;NA;NA;midi libre;écobuage mal maîtrisé;2012-11-23;11-23;SAINT-IZAIRE;43,9709276715;2,703388735180000
pasto_fire;2012;12;25;09114;Erp;100,000;genet_broussaille;NA;NA;sud ouest;écobuage mal maîtrisé;2012-12-25;12-25;ERP;42,9350909858;1,200100160050000
pasto_fire;2013;1;4;34336;VILLENEUVE-LES-BEZIERS;0,100;herbe_garrigue;NA;NA;midi libre;NA;2013-01-04;01-04;VILLENEUVE-LES-BEZIERS;43,3172489997;3,289584943490000
pasto_fire;2013;1;5;34209;Portiragnes;0,100;roseaux;NA;NA;midi libre;NA;2013-01-05;01-05;PORTIRAGNES;43,3017367270;3,347631074100000
pasto_fire;2013;2;16;34178;Murviel;0,500;pinede;NA;NA;midi libre;écobuage mal maîtrisé;2013-02-16;02-16;MURVIEL-LES-BEZIERS;43,4576685107;3,135922476650000
pasto_fire;2013;2;20;12070;Compeyre;0,200;broussaille;NA;NA;midi libre;écobuage mal maîtrisé;2013-02-20;02-20;COMPEYRE;44,1757837770;3,102741068190000
pasto_fire;2013;2;20;30081;Chusclan;0,500;herbe;NA;NA;midi libre;écobuage mal maîtrisé;2013-02-20;02-20;CHUSCLAN;44,1543328002;4,688296222300000
pasto_fire;2013;2;28;30204;Potelières;0,100;broussaille;NA;NA;midi libre;NA;2013-02-28;02-28;POTELIERES;44,2243968087;4,227383435450000
pasto_fire;2013;3;1;30097;Courry;0,800;sous_bois;NA;NA;midi libre;NA;2013-03-01;03-01;COURRY;44,3027020253;4,160980115890000
pasto_fire;2013;3;4;43152;Polignac;0,200;broussaille;NA;NA;le progrès;NA;2013-03-04;03-04;POLIGNAC;45,0800346307;3,860859846300000
pasto_fire;2013;3;5;43157;Puy-en-Velay;0,050;broussaille;NA;NA;le progrès;NA;2013-03-05;03-05;LE PUY-EN-VELAY;45,0276366659;3,895352290670000
pasto_fire;2013;3;6;64279;Itxassou;NA;NA;NA;NA;sud ouest;NA;2013-03-06;03-06;ITXASSOU;43,3100742796;-1,405313710430000
pasto_fire;2013;3;6;64495;Saint-Pée-sur-Nivelle;NA;NA;NA;NA;sud ouest;NA;2013-03-06;03-06;SAINT-PEE-SUR-NIVELLE;43,3564883514;-1,555346176360000
pasto_fire;2013;3;6;64327;Lecumberry;NA;NA;NA;NA;sud ouest;NA;2013-03-06;03-06;LECUMBERRY;43,0676995332;-1,124720072600000
pasto_fire;2013;3;10;65057;Azereix;144,000;foret;NA;NA;pdpfci-65-rapport;NA;2013-03-10;03-10;AZEREIX;43,2081735010;-0,023809948520000
pasto_fire;2013;3;16;01007;Ambronay;5,000;broussaille_arbuste;NA;NA;le progrès;NA;2013-03-16;03-16;AMBRONAY;46,0055913782;5,357606607350000
pasto_fire;2013;3;21;40261;Saint-Geours-de-Maremne;0,330;pin;NA;NA;sud ouest;écobuage non déclaré et non maîtrisé;2013-03-21;03-21;SAINT-GEOURS-DE-MAREMNE;43,6867582506;-1,236127274140000
pasto_fire;2013;3;21;40193;Montégut;0,500;pin_broussaille;NA;NA;sud ouest;NA;2013-03-21;03-21;MONTEGUT;43,8736591774;-0,204038258587000
pasto_fire;2013;4;10;30151;Lussan;0,500;NA;NA;NA;midi libre;écobuage mal maîtrisé;2013-04-10;04-10;LUSSAN;44,1667929571;4,375578331370000
pasto_fire;2013;4;11;30151;Lussan;20,000;NA;NA;NA;midi libre;écobuage dirigé;2013-04-11;04-11;LUSSAN;44,1667929571;4,375578331370000
pasto_fire;2013;4;14;65066;Barrancoueu;50,000;foret;NA;NA;la république des pyrénnées + pdpfci-65-rapport;écobuage qui a dégénéré;2013-04-14;04-14;BARRANCOUEU;42,9099558733;0,325530555509000
pasto_fire;2013;4;14;64064;ASASP-ARROS;8,000;lande;NA;NA;l'éclair des pyrénnées;écobuage mal maîtrisé;2013-04-14;04-14;ASASP-ARROS;43,1179115359;-0,629962098599000
pasto_fire;2013;4;15;24579;Vieux-Mareuil;0,100;broussaille;NA;NA;la dordogne libre;NA;2013-04-15;04-15;VIEUX-MAREUIL;45,4339336677;0,501483953393000
pasto_fire;2013;4;16;43017;Azérat;0,100;bois;NA;NA;la montagne;NA;2013-04-16;04-16;AZERAT;45,3534757030;3,399009329300000
pasto_fire;2013;4;17;66112;MONTAURIOL;0,200;vegetation;NA;NA;l'indépendant;écobuage mal maîtrisé;2013-04-17;04-17;MONTAURIOL;42,5766990784;2,723889927620000
pasto_fire;2013;4;18;11044;Bouisse;10,000;vegetation;NA;NA;la dépèche;NA;2013-04-18;04-18;BOUISSE;42,9841940805;2,434004259180000
pasto_fire;2013;4;18;30044;Bonnevaux;15,000;genet;NA;NA;midi libre;écobuage dirigé;2013-04-18;04-18;BONNEVAUX;44,3722246824;4,035855103130000
pasto_fire;2013;4;19;09171;Lordat;76,000;broussaille;NA;NA;la dépèche;écobuage dirigé;2013-04-19;04-19;LORDAT;42,7985041105;1,784551658150000
pasto_fire;2013;4;19;19129;Masseret;0,500;sous_bois;NA;NA;la montagne;NA;2013-04-19;04-19;MASSERET;45,5414714695;1,519669369310000
pasto_fire;2013;4;24;41074;Dhuizon;0,100;sous_bois;NA;NA;la nouvelle république;NA;2013-04-24;04-24;DHUIZON;47,5875471453;1,675126252060000
pasto_fire;2013;4;24;66142;Planès;NA;NA;NA;NA;l'indépendant;écobuage dirigé;2013-04-24;04-24;PLANES;42,4728951595;2,145569808250000
pasto_fire;2013;4;25;48065;Fraissinet-de-Fourques;0,500;NA;NA;NA;midi libre;NA;2013-04-25;04-25;FRAISSINET-DE-FOURQUES;44,2089087169;3,531340062710000
pasto_fire;2013;4;25;48050;Bédouès;2,000;NA;NA;NA;midi libre;NA;2013-04-25;04-25;COCURES;44,3539456684;3,619559720650000
pasto_fire;2013;4;26;24580;Villac;0,300;broussaille;NA;NA;la dordogne libre;NA;2013-04-26;04-26;VILLAC;45,1842724664;1,248220970210000
pasto_fire;2013;5;8;30080;Chamborigaud;1,000;broussaille;NA;NA;midi libre;écobuage autorisé a mal tourné;2013-05-08;05-08;CHAMBORIGAUD;44,2998336920;3,962128111060000
pasto_fire;2013;5;17;30307;Les Salles-du-Gardon;1,000;chataignier;NA;NA;midi libre;écobuage mal maîtrisé;2013-05-17;05-17;LES SALLES-DU-GARDON;44,1946038360;4,017468039870000
pasto_fire;2013;7;6;43152;Polignac;0,100;herbe;NA;NA;le progrès;écobuage mal maîtrisé;2013-07-06;07-06;POLIGNAC;45,0800346307;3,860859846300000
pasto_fire;2013;7;17;30209;Pujaut;0,160;vegetation;NA;NA;midi libre;écobuage mal maîtrisé;2013-07-17;07-17;PUJAUT;43,9993699011;4,764810999430000
pasto_fire;2013;7;21;66023;Bouleternère;170,000;foret;NA;NA;l'indépendant;NA;2013-07-21;07-21;BOULETERNERE;42,6445403346;2,587879278660000
pasto_fire;2013;7;22;34183;Nissan;185,000;foret;NA;NA;l'indépendant;NA;2013-07-22;07-22;NISSAN-LEZ-ENSERUNE;43,2811833354;3,112270160000000
pasto_fire;2013;7;31;40031;Bégaar;60,000;fourrage;NA;NA;sud ouest;écobuage autorisé;2013-07-31;07-31;BEGAAR;43,8295016530;-0,856006184120000
pasto_fire;2013;8;7;40088;Dax;NA;prairie;NA;NA;sud ouest;écobuage dirigé;2013-08-07;08-07;DAX;43,7006746973;-1,060144297590000
pasto_fire;2013;8;21;70283;Haut-du-Them;2,000;sapin;NA;NA;l'est républicain;NA;2013-08-21;08-21;HAUT-DU-THEM-CHATEAU-LAMBERT;47,8372151662;6,746203061950000
pasto_fire;2013;8;22;34032;Béziers;1,000;vegetation;NA;NA;midi libre;écobuage mal maîtrisé;2013-08-22;08-22;BEZIERS;43,3475883319;3,230767541640000
pasto_fire;2013;8;22;45232;Olivet;3,000;broussaille;NA;NA;la république du centre;écobuage ou débroussaillement par le feu  mal éteint.;2013-08-22;08-22;OLIVET;47,8546997503;1,888238847530000
pasto_fire;2013;9;1;30341;Vauvert;10,000;pinede_vigne;NA;NA;midi libre;NA;2013-09-01;09-01;VAUVERT;43,6258468531;4,305970932940000
pasto_fire;2013;9;1;30211;Redessan;2,000;broussaille;NA;NA;midi libre;écobuage mal maîtrisé;2013-09-01;09-01;REDESSAN;43,8345466774;4,512989429330000
pasto_fire;2013;9;1;30189;Nîmes;1,500;broussaille;NA;NA;midi libre;NA;2013-09-01;09-01;NIMES;43,8449383940;4,348067969960000
pasto_fire;2013;9;5;34062;Caussiniojouls;1,000;herbe_broussaille;NA;NA;midi libre;écobuage mal maîtrisé;2013-09-05;09-05;CAUSSINIOJOULS;43,5484030335;3,155632019310000
pasto_fire;2013;9;5;42279;saint-just-saint-rambert;3,000;broussaille;NA;NA;le progrès;NA;2013-09-05;09-05;SAINT-JUST-SAINT-RAMBERT;45,4903250932;4,250265096290000
pasto_fire;2013;9;9;34032;Béziers;1,500;herbe;NA;NA;midi libre;NA;2013-09-09;09-09;BEZIERS;43,3475883319;3,230767541640000
pasto_fire;2013;9;13;30290;Saint-Paulet-de- Caisson;0,200;NA;NA;NA;midi libre;écobuage mal maîtrisé;2013-09-13;09-13;SAINT-PAULET-DE-CAISSON;44,2607888624;4,586822115980000
pasto_fire;2013;9;22;66224;VILLELONGUE-DE-LA- SALANQUE;2,000;roseau_broussaille;NA;NA;midi libre;écobuage mal maîtrisé;2013-09-22;09-22;VILLELONGUE-DE-LA-SALANQUE;42,7256098922;2,977461606680000
pasto_fire;2013;9;29;66114;Montescot;NA;paille;NA;NA;l'indépendant;NA;2013-09-29;09-29;MONTESCOT;42,6154571229;2,922137219520000
pasto_fire;2013;10;28;11220;Marseillette;NA;NA;NA;NA;midi libre;NA;2013-10-28;10-28;MARSEILLETTE;43,2106331935;2,548842525680000
pasto_fire;2013;11;9;43130;Mazet-Saint-Voy;0,040;NA;NA;NA;la montagne;NA;2013-11-09;11-09;MAZET-SAINT-VOY;45,0438511600;4,240037403480000
pasto_fire;2013;12;4;30225;Sabran;1,000;sous_bois;NA;NA;midi libre;écobuage mal maîtrisé.;2013-12-04;12-04;SABRAN;44,1502616277;4,551233463900000
